[rosmaster.main][INFO] 2015-05-22 13:56:58,762: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2015-05-22 13:56:58,762: Starting ROS Master Node
[xmlrpc][INFO] 2015-05-22 13:56:58,763: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2015-05-22 13:56:58,763: Started XML-RPC server [http://192.168.1.6:11311/]
[xmlrpc][INFO] 2015-05-22 13:56:58,763: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2015-05-22 13:56:58,763: Master initialized: port[11311], uri[http://192.168.1.6:11311/]
[rosmaster.master][INFO] 2015-05-22 13:56:58,858: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2015-05-22 13:56:58,860: +PARAM [/roslaunch/uris/host_192_168_1_6__44066] by /roslaunch
[rosmaster.master][INFO] 2015-05-22 13:56:58,918: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2015-05-22 13:56:58,918: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2015-05-22 13:56:58,924: +SERVICE [/rosout/get_loggers] /rosout http://192.168.1.6:33410/
[rosmaster.master][INFO] 2015-05-22 13:56:58,924: +SERVICE [/rosout/set_logger_level] /rosout http://192.168.1.6:33410/
[rosmaster.master][INFO] 2015-05-22 13:56:58,926: +PUB [/rosout_agg] /rosout http://192.168.1.6:33410/
[rosmaster.master][INFO] 2015-05-22 13:56:58,929: +SUB [/rosout] /rosout http://192.168.1.6:33410/
[rosmaster.master][INFO] 2015-05-22 13:59:23,778: +PUB [/rosout] /android_gingerbread/display_manager http://192.168.1.13:34748/
[rosmaster.master][INFO] 2015-05-22 13:59:23,781: publisherUpdate[/rosout] -> http://192.168.1.6:33410/
[rosmaster.master][INFO] 2015-05-22 13:59:23,791: +PUB [/rosout] /android_gingerbread/boxes_drawer http://192.168.1.13:44132/
[rosmaster.master][INFO] 2015-05-22 13:59:23,799: +PUB [/rosout] /android_gingerbread/interaction_manager http://192.168.1.13:43955/
[rosmaster.master][INFO] 2015-05-22 13:59:23,834: +PUB [/touch_info] /android_gingerbread/interaction_manager http://192.168.1.13:43955/
[rosmaster.master][INFO] 2015-05-22 13:59:23,841: +PUB [/gesture_info] /android_gingerbread/interaction_manager http://192.168.1.13:43955/
[rosmaster.master][INFO] 2015-05-22 13:59:23,854: +PUB [/clear_screen] /android_gingerbread/interaction_manager http://192.168.1.13:43955/
[rosmaster.master][INFO] 2015-05-22 13:59:23,864: +SUB [/boxes_to_draw] /android_gingerbread/boxes_drawer http://192.168.1.13:44132/
[rosmaster.master][INFO] 2015-05-22 13:59:23,867: publisherUpdate[/rosout] -> http://192.168.1.6:33410/
[rosmaster.master][INFO] 2015-05-22 13:59:23,868: publisherUpdate[/rosout] -> http://192.168.1.6:33410/
