[rosmaster.main][INFO] 2016-01-26 08:28:03,618: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2016-01-26 08:28:03,619: Starting ROS Master Node
[xmlrpc][INFO] 2016-01-26 08:28:03,619: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2016-01-26 08:28:03,620: Started XML-RPC server [http://10.0.0.11:11311/]
[rosmaster.master][INFO] 2016-01-26 08:28:03,620: Master initialized: port[11311], uri[http://10.0.0.11:11311/]
[xmlrpc][INFO] 2016-01-26 08:28:03,620: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2016-01-26 08:28:03,700: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 08:28:03,701: +PARAM [/roslaunch/uris/host_10_0_0_11__53408] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 08:28:03,782: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 08:28:03,782: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 08:28:03,801: +SERVICE [/rosout/get_loggers] /rosout http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:28:03,801: +SERVICE [/rosout/set_logger_level] /rosout http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:28:03,802: +PUB [/rosout_agg] /rosout http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:28:03,805: +SUB [/rosout] /rosout http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:31:07,798: +PUB [/rosout] /android/wordpub http://10.0.0.3:44804/
[rosmaster.master][INFO] 2016-01-26 08:31:07,822: +PUB [/words_to_write] /android/wordpub http://10.0.0.3:44804/
[rosmaster.master][INFO] 2016-01-26 08:31:07,865: publisherUpdate[/rosout] -> http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:31:43,243: +PUB [/rosout] /android_gingerbread/display_manager http://10.0.0.4:46249/
[rosmaster.master][INFO] 2016-01-26 08:31:43,247: +PUB [/rosout] /android_gingerbread/boxes_drawer http://10.0.0.4:35290/
[rosmaster.master][INFO] 2016-01-26 08:31:43,260: +PUB [/rosout] /android_gingerbread/interaction_manager http://10.0.0.4:46256/
[rosmaster.master][INFO] 2016-01-26 08:31:43,312: +PUB [/touch_info] /android_gingerbread/interaction_manager http://10.0.0.4:46256/
[rosmaster.master][INFO] 2016-01-26 08:31:43,313: publisherUpdate[/rosout] -> http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:31:43,314: publisherUpdate[/rosout] -> http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:31:43,314: publisherUpdate[/rosout] -> http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:31:43,362: +PUB [/gesture_info] /android_gingerbread/interaction_manager http://10.0.0.4:46256/
[rosmaster.master][INFO] 2016-01-26 08:31:43,408: +SUB [/boxes_to_draw] /android_gingerbread/boxes_drawer http://10.0.0.4:35290/
[rosmaster.master][INFO] 2016-01-26 08:31:43,412: +PUB [/clear_screen] /android_gingerbread/interaction_manager http://10.0.0.4:46256/
[rosmaster.master][INFO] 2016-01-26 08:31:43,461: +PUB [/user_drawn_shapes] /android_gingerbread/interaction_manager http://10.0.0.4:46256/
[rosmaster.master][INFO] 2016-01-26 08:31:43,472: +SUB [/clear_screen] /android_gingerbread/boxes_drawer http://10.0.0.4:35290/
[rosmaster.master][INFO] 2016-01-26 08:31:43,512: +PUB [/time_response] /android_gingerbread/interaction_manager http://10.0.0.4:46256/
[rosmaster.master][INFO] 2016-01-26 08:31:43,527: +SUB [/write_traj] /android_gingerbread/display_manager http://10.0.0.4:46249/
[rosmaster.master][INFO] 2016-01-26 08:31:43,543: +PUB [/time_writing] /android_gingerbread/interaction_manager http://10.0.0.4:46256/
[rosmaster.master][INFO] 2016-01-26 08:31:43,574: +SUB [/clear_screen] /android_gingerbread/display_manager http://10.0.0.4:46249/
[rosmaster.master][INFO] 2016-01-26 08:31:43,585: +PUB [/user_feedback] /android_gingerbread/interaction_manager http://10.0.0.4:46256/
[rosmaster.master][INFO] 2016-01-26 08:31:43,616: +PUB [/shape_finished] /android_gingerbread/display_manager http://10.0.0.4:46249/
[rosmaster.master][INFO] 2016-01-26 08:31:43,632: +PUB [/watchdog_clear/tablet] /android_gingerbread/display_manager http://10.0.0.4:46249/
[rosmaster.master][INFO] 2016-01-26 08:34:18,816: +PARAM [/roslaunch/uris/host_10_0_0_11__49560] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 08:34:18,819: +PARAM [/webcam_source/gscam_config] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 08:34:18,819: +PARAM [/webcam_source/sync_sink] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 08:34:18,820: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 08:34:18,820: +PARAM [/webcam_source/camera_name] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 08:34:18,820: +PARAM [/head_pose_estimation/face_model] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 08:34:18,820: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 08:34:18,820: +PARAM [/withmeness/targets] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 08:34:18,820: +PARAM [/webcam_source/camera_info_url] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 08:34:18,820: +PARAM [/webcam_source/frame_id] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 08:34:18,919: +PUB [/rosout] /selection_tablet_transform http://10.0.0.11:33397/
[rosmaster.master][INFO] 2016-01-26 08:34:18,920: +SERVICE [/selection_tablet_transform/get_loggers] /selection_tablet_transform http://10.0.0.11:33397/
[rosmaster.master][INFO] 2016-01-26 08:34:18,921: +SERVICE [/selection_tablet_transform/set_logger_level] /selection_tablet_transform http://10.0.0.11:33397/
[rosmaster.master][INFO] 2016-01-26 08:34:18,925: +PUB [/rosout] /tablet_transform http://10.0.0.11:39352/
[rosmaster.master][INFO] 2016-01-26 08:34:18,927: +PUB [/rosout] /webcam_source http://10.0.0.11:55813/
[rosmaster.master][INFO] 2016-01-26 08:34:18,931: publisherUpdate[/rosout] -> http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:34:18,931: +PUB [/tf] /selection_tablet_transform http://10.0.0.11:33397/
[rosmaster.master][INFO] 2016-01-26 08:34:18,932: publisherUpdate[/rosout] -> http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:34:18,933: publisherUpdate[/rosout] -> http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:34:18,940: +SERVICE [/tablet_transform/get_loggers] /tablet_transform http://10.0.0.11:39352/
[rosmaster.master][INFO] 2016-01-26 08:34:18,944: +SERVICE [/webcam_source/get_loggers] /webcam_source http://10.0.0.11:55813/
[rosmaster.master][INFO] 2016-01-26 08:34:18,947: +PUB [/rosout] /experimenter_transform http://10.0.0.11:39956/
[rosmaster.master][INFO] 2016-01-26 08:34:18,948: +SERVICE [/tablet_transform/set_logger_level] /tablet_transform http://10.0.0.11:39352/
[rosmaster.master][INFO] 2016-01-26 08:34:18,948: +SERVICE [/webcam_source/set_logger_level] /webcam_source http://10.0.0.11:55813/
[rosmaster.master][INFO] 2016-01-26 08:34:18,951: +PUB [/rosout] /observers_transform http://10.0.0.11:56444/
[rosmaster.master][INFO] 2016-01-26 08:34:18,955: +SERVICE [/experimenter_transform/get_loggers] /experimenter_transform http://10.0.0.11:39956/
[rosmaster.master][INFO] 2016-01-26 08:34:18,960: +PUB [/rosout] /camera_transform http://10.0.0.11:44205/
[rosmaster.master][INFO] 2016-01-26 08:34:18,961: +SERVICE [/observers_transform/get_loggers] /observers_transform http://10.0.0.11:56444/
[rosmaster.master][INFO] 2016-01-26 08:34:18,964: +SERVICE [/experimenter_transform/set_logger_level] /experimenter_transform http://10.0.0.11:39956/
[rosmaster.master][INFO] 2016-01-26 08:34:18,966: +PUB [/tf] /tablet_transform http://10.0.0.11:39352/
[rosmaster.master][INFO] 2016-01-26 08:34:18,968: +SERVICE [/camera_transform/get_loggers] /camera_transform http://10.0.0.11:44205/
[rosmaster.master][INFO] 2016-01-26 08:34:18,969: +SERVICE [/observers_transform/set_logger_level] /observers_transform http://10.0.0.11:56444/
[rosmaster.master][INFO] 2016-01-26 08:34:18,970: +PUB [/rosout] /base_footprint_transform http://10.0.0.11:56672/
[rosmaster.master][INFO] 2016-01-26 08:34:18,972: +PUB [/rosout] /robot_transform http://10.0.0.11:45219/
[rosmaster.master][INFO] 2016-01-26 08:34:18,973: +SERVICE [/camera_transform/set_logger_level] /camera_transform http://10.0.0.11:44205/
[rosmaster.master][INFO] 2016-01-26 08:34:18,974: +SERVICE [/base_footprint_transform/get_loggers] /base_footprint_transform http://10.0.0.11:56672/
[rosmaster.master][INFO] 2016-01-26 08:34:18,975: +PUB [/tf] /experimenter_transform http://10.0.0.11:39956/
[rosmaster.master][INFO] 2016-01-26 08:34:18,976: +SERVICE [/robot_transform/get_loggers] /robot_transform http://10.0.0.11:45219/
[rosmaster.master][INFO] 2016-01-26 08:34:18,979: +SERVICE [/base_footprint_transform/set_logger_level] /base_footprint_transform http://10.0.0.11:56672/
[rosmaster.master][INFO] 2016-01-26 08:34:18,980: +PUB [/tf] /observers_transform http://10.0.0.11:56444/
[rosmaster.master][INFO] 2016-01-26 08:34:18,980: +PUB [/rosout] /other_child http://10.0.0.11:37850/
[rosmaster.master][INFO] 2016-01-26 08:34:18,981: +SERVICE [/robot_transform/set_logger_level] /robot_transform http://10.0.0.11:45219/
[rosmaster.master][INFO] 2016-01-26 08:34:18,984: +PUB [/tf] /camera_transform http://10.0.0.11:44205/
[rosmaster.master][INFO] 2016-01-26 08:34:18,988: +SERVICE [/other_child/get_loggers] /other_child http://10.0.0.11:37850/
[rosmaster.master][INFO] 2016-01-26 08:34:18,994: +PUB [/tf] /base_footprint_transform http://10.0.0.11:56672/
[rosmaster.master][INFO] 2016-01-26 08:34:18,997: +SERVICE [/other_child/set_logger_level] /other_child http://10.0.0.11:37850/
[rosmaster.master][INFO] 2016-01-26 08:34:19,003: +PUB [/tf] /robot_transform http://10.0.0.11:45219/
[rosmaster.master][INFO] 2016-01-26 08:34:19,005: +PUB [/rosout] /estimate_focus http://10.0.0.11:33353/
[rosmaster.master][INFO] 2016-01-26 08:34:19,006: +PUB [/tf] /other_child http://10.0.0.11:37850/
[rosmaster.master][INFO] 2016-01-26 08:34:19,007: +SERVICE [/estimate_focus/get_loggers] /estimate_focus http://10.0.0.11:33353/
[rosmaster.master][INFO] 2016-01-26 08:34:19,007: +SERVICE [/estimate_focus/set_logger_level] /estimate_focus http://10.0.0.11:33353/
[rosmaster.master][INFO] 2016-01-26 08:34:19,011: +PUB [/estimate_focus] /estimate_focus http://10.0.0.11:33353/
[rosmaster.master][INFO] 2016-01-26 08:34:19,015: +PUB [/face_0_field_of_view] /estimate_focus http://10.0.0.11:33353/
[rosmaster.master][INFO] 2016-01-26 08:34:19,016: +PUB [/actual_focus_of_attention] /estimate_focus http://10.0.0.11:33353/
[rosmaster.master][INFO] 2016-01-26 08:34:19,030: +SUB [/tf] /estimate_focus http://10.0.0.11:33353/
[rosmaster.master][INFO] 2016-01-26 08:34:19,031: publisherUpdate[/rosout] -> http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:34:19,032: publisherUpdate[/rosout] -> http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:34:19,033: publisherUpdate[/rosout] -> http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:34:19,036: publisherUpdate[/rosout] -> http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:34:19,037: publisherUpdate[/rosout] -> http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:34:19,037: publisherUpdate[/rosout] -> http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:34:19,038: publisherUpdate[/rosout] -> http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:34:19,043: +SUB [/tf_static] /estimate_focus http://10.0.0.11:33353/
[rosmaster.master][INFO] 2016-01-26 08:34:19,079: +SERVICE [/set_camera_info] /webcam_source http://10.0.0.11:55813/
[rosmaster.master][INFO] 2016-01-26 08:34:19,116: +PUB [/rosout] /head_pose_estimation http://10.0.0.11:41353/
[rosmaster.master][INFO] 2016-01-26 08:34:19,119: +SERVICE [/head_pose_estimation/get_loggers] /head_pose_estimation http://10.0.0.11:41353/
[rosmaster.master][INFO] 2016-01-26 08:34:19,128: +SERVICE [/head_pose_estimation/set_logger_level] /head_pose_estimation http://10.0.0.11:41353/
[rosmaster.master][INFO] 2016-01-26 08:34:19,134: publisherUpdate[/rosout] -> http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:34:19,219: +PUB [/tf] /head_pose_estimation http://10.0.0.11:41353/
[rosmaster.master][INFO] 2016-01-26 08:34:19,238: publisherUpdate[/tf] -> http://10.0.0.11:33353/
[rosmaster.master][INFO] 2016-01-26 08:34:19,245: +SUB [/actual_focus_of_attention] /attention_log http://10.0.0.11:49363/
[rosmaster.master][INFO] 2016-01-26 08:34:19,246: +SUB [/new_child] /attention_log http://10.0.0.11:49363/
[rosmaster.master][INFO] 2016-01-26 08:34:19,247: +SUB [/withmeness_topic] /attention_log http://10.0.0.11:49363/
[rosmaster.master][INFO] 2016-01-26 08:34:19,253: +PUB [/withmeness_topic] /withmeness http://10.0.0.11:59899/
[rosmaster.master][INFO] 2016-01-26 08:34:19,339: publisherUpdate[/withmeness_topic] -> http://10.0.0.11:49363/
[rosmaster.master][INFO] 2016-01-26 08:34:19,345: +PUB [/rosout] /attention_log http://10.0.0.11:49363/
[rosmaster.master][INFO] 2016-01-26 08:34:19,346: +PUB [/rosout] /withmeness http://10.0.0.11:59899/
[rosmaster.master][INFO] 2016-01-26 08:34:19,348: +SERVICE [/attention_log/get_loggers] /attention_log http://10.0.0.11:49363/
[rosmaster.master][INFO] 2016-01-26 08:34:19,349: +SERVICE [/withmeness/get_loggers] /withmeness http://10.0.0.11:59899/
[rosmaster.master][INFO] 2016-01-26 08:34:19,350: +SERVICE [/attention_log/set_logger_level] /attention_log http://10.0.0.11:49363/
[rosmaster.master][INFO] 2016-01-26 08:34:19,350: +SERVICE [/withmeness/set_logger_level] /withmeness http://10.0.0.11:59899/
[rosmaster.master][INFO] 2016-01-26 08:34:19,355: +SUB [/state_activity] /withmeness http://10.0.0.11:59899/
[rosmaster.master][INFO] 2016-01-26 08:34:19,359: +SUB [/actual_focus_of_attention] /withmeness http://10.0.0.11:59899/
[rosmaster.master][INFO] 2016-01-26 08:34:19,440: publisherUpdate[/rosout] -> http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:34:19,442: publisherUpdate[/rosout] -> http://10.0.0.11:33014/
[rosmaster.master][INFO] 2016-01-26 08:34:19,778: +PUB [/camera/image_raw/compressedDepth] /webcam_source http://10.0.0.11:55813/
[rosmaster.master][INFO] 2016-01-26 08:34:19,779: +SERVICE [/camera/image_raw/compressedDepth/set_parameters] /webcam_source http://10.0.0.11:55813/
[rosmaster.master][INFO] 2016-01-26 08:34:19,779: +PUB [/camera/image_raw/compressedDepth/parameter_descriptions] /webcam_source http://10.0.0.11:55813/
[rosmaster.master][INFO] 2016-01-26 08:34:19,780: +PUB [/camera/image_raw/compressedDepth/parameter_updates] /webcam_source http://10.0.0.11:55813/
[rosmaster.master][INFO] 2016-01-26 08:34:19,782: +PARAM [/camera/image_raw/compressedDepth/depth_max] by /webcam_source
