[rosmaster.main][INFO] 2016-01-25 09:01:58,801: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2016-01-25 09:01:58,801: Starting ROS Master Node
[xmlrpc][INFO] 2016-01-25 09:01:58,802: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2016-01-25 09:01:58,802: Started XML-RPC server [http://10.0.0.11:11311/]
[xmlrpc][INFO] 2016-01-25 09:01:58,802: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2016-01-25 09:01:58,802: Master initialized: port[11311], uri[http://10.0.0.11:11311/]
[rosmaster.master][INFO] 2016-01-25 09:01:58,881: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2016-01-25 09:01:58,882: +PARAM [/roslaunch/uris/host_10_0_0_11__53655] by /roslaunch
[rosmaster.master][INFO] 2016-01-25 09:01:58,958: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2016-01-25 09:01:58,958: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2016-01-25 09:01:58,962: +SERVICE [/rosout/get_loggers] /rosout http://10.0.0.11:49001/
[rosmaster.master][INFO] 2016-01-25 09:01:58,963: +SERVICE [/rosout/set_logger_level] /rosout http://10.0.0.11:49001/
[rosmaster.master][INFO] 2016-01-25 09:01:58,964: +PUB [/rosout_agg] /rosout http://10.0.0.11:49001/
[rosmaster.master][INFO] 2016-01-25 09:01:58,967: +SUB [/rosout] /rosout http://10.0.0.11:49001/
[rosmaster.master][INFO] 2016-01-25 09:02:34,667: +PUB [/rosout] /android/wordpub http://10.0.0.3:45907/
[rosmaster.master][INFO] 2016-01-25 09:02:34,707: +PUB [/words_to_write] /android/wordpub http://10.0.0.3:45907/
[rosmaster.master][INFO] 2016-01-25 09:02:34,751: publisherUpdate[/rosout] -> http://10.0.0.11:49001/
[rosmaster.master][INFO] 2016-01-25 09:05:42,474: +PUB [/rosout] /android_gingerbread/display_manager http://10.0.0.3:38328/
[rosmaster.master][INFO] 2016-01-25 09:05:42,490: +PUB [/rosout] /android_gingerbread/interaction_manager http://10.0.0.3:35572/
[rosmaster.master][INFO] 2016-01-25 09:05:42,506: publisherUpdate[/rosout] -> http://10.0.0.11:49001/
[rosmaster.master][INFO] 2016-01-25 09:05:42,507: publisherUpdate[/rosout] -> http://10.0.0.11:49001/
[rosmaster.master][INFO] 2016-01-25 09:05:42,510: +PUB [/rosout] /android_gingerbread/boxes_drawer http://10.0.0.3:49334/
[rosmaster.master][INFO] 2016-01-25 09:05:42,542: +PUB [/touch_info] /android_gingerbread/interaction_manager http://10.0.0.3:35572/
[rosmaster.master][INFO] 2016-01-25 09:05:42,568: +PUB [/gesture_info] /android_gingerbread/interaction_manager http://10.0.0.3:35572/
[rosmaster.master][INFO] 2016-01-25 09:05:42,577: +SUB [/boxes_to_draw] /android_gingerbread/boxes_drawer http://10.0.0.3:49334/
[rosmaster.master][INFO] 2016-01-25 09:05:42,596: +PUB [/clear_screen] /android_gingerbread/interaction_manager http://10.0.0.3:35572/
[rosmaster.master][INFO] 2016-01-25 09:05:42,607: publisherUpdate[/rosout] -> http://10.0.0.11:49001/
[rosmaster.master][INFO] 2016-01-25 09:05:42,614: +SUB [/clear_screen] /android_gingerbread/boxes_drawer http://10.0.0.3:49334/
[rosmaster.master][INFO] 2016-01-25 09:05:42,626: +PUB [/user_drawn_shapes] /android_gingerbread/interaction_manager http://10.0.0.3:35572/
[rosmaster.master][INFO] 2016-01-25 09:05:42,653: +PUB [/time_response] /android_gingerbread/interaction_manager http://10.0.0.3:35572/
