[rosmaster.main][INFO] 2016-01-28 14:29:31,603: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2016-01-28 14:29:31,604: Starting ROS Master Node
[xmlrpc][INFO] 2016-01-28 14:29:31,604: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2016-01-28 14:29:31,604: Started XML-RPC server [http://10.0.0.11:11311/]
[xmlrpc][INFO] 2016-01-28 14:29:31,604: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2016-01-28 14:29:31,605: Master initialized: port[11311], uri[http://10.0.0.11:11311/]
[rosmaster.master][INFO] 2016-01-28 14:29:31,662: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 14:29:31,664: +PARAM [/roslaunch/uris/host_10_0_0_11__38882] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 14:29:31,754: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 14:29:31,754: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 14:29:31,760: +SERVICE [/rosout/get_loggers] /rosout http://10.0.0.11:47225/
[rosmaster.master][INFO] 2016-01-28 14:29:31,761: +SERVICE [/rosout/set_logger_level] /rosout http://10.0.0.11:47225/
[rosmaster.master][INFO] 2016-01-28 14:29:31,762: +PUB [/rosout_agg] /rosout http://10.0.0.11:47225/
[rosmaster.master][INFO] 2016-01-28 14:29:31,767: +SUB [/rosout] /rosout http://10.0.0.11:47225/
[rosmaster.master][INFO] 2016-01-28 14:31:38,269: +PARAM [/roslaunch/uris/host_10_0_0_11__57644] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 14:31:38,278: +PARAM [/activityManager/current_activity_topic] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 14:31:38,279: +PARAM [/drawing_nao/shape_log] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 14:31:38,279: +PARAM [/learning_words_nao/shape_writing_finished_topic] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 14:31:38,279: +PARAM [/activityManager/clear_writing_surface_topic] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 14:31:38,279: +PARAM [/nao_writer/nao_handedness] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 14:31:38,279: +PARAM [/drawing_nao/stop_request_topic] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 14:31:38,279: +PARAM [/trajectory_visualizer/clear_surface_topic] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 14:31:38,279: +PARAM [/writing_surface_positioner/tag_frame_id] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 14:31:38,279: +PARAM [/learning_words_nao/grade_topic] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 14:31:38,279: +PARAM [/activity_manager/stop_request_topic] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 14:31:38,279: +PARAM [/nao_writer/nao_ip] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 14:31:38,280: +PARAM [/activityManager/nao_handedness] by /roslaunch
