[rosmaster.main][INFO] 2016-01-28 08:46:05,685: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2016-01-28 08:46:05,686: Starting ROS Master Node
[xmlrpc][INFO] 2016-01-28 08:46:05,686: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2016-01-28 08:46:05,687: Started XML-RPC server [http://10.0.0.11:11311/]
[rosmaster.master][INFO] 2016-01-28 08:46:05,687: Master initialized: port[11311], uri[http://10.0.0.11:11311/]
[xmlrpc][INFO] 2016-01-28 08:46:05,687: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2016-01-28 08:46:05,767: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 08:46:05,768: +PARAM [/roslaunch/uris/host_10_0_0_11__51560] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 08:46:05,844: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 08:46:05,844: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 08:46:05,849: +SERVICE [/rosout/get_loggers] /rosout http://10.0.0.11:56228/
[rosmaster.master][INFO] 2016-01-28 08:46:05,850: +SERVICE [/rosout/set_logger_level] /rosout http://10.0.0.11:56228/
[rosmaster.master][INFO] 2016-01-28 08:46:05,851: +PUB [/rosout_agg] /rosout http://10.0.0.11:56228/
[rosmaster.master][INFO] 2016-01-28 08:46:05,854: +SUB [/rosout] /rosout http://10.0.0.11:56228/
[rosmaster.master][INFO] 2016-01-28 08:46:36,039: +PUB [/rosout] /android_gingerbread/boxes_drawer http://10.0.0.3:37610/
[rosmaster.master][INFO] 2016-01-28 08:46:36,044: +PUB [/rosout] /android_gingerbread/display_manager http://10.0.0.3:41906/
[rosmaster.master][INFO] 2016-01-28 08:46:36,048: +PUB [/rosout] /android_gingerbread/interaction_manager http://10.0.0.3:37713/
[rosmaster.master][INFO] 2016-01-28 08:46:36,089: +PUB [/touch_info] /android_gingerbread/interaction_manager http://10.0.0.3:37713/
[rosmaster.master][INFO] 2016-01-28 08:46:36,112: +SUB [/boxes_to_draw] /android_gingerbread/boxes_drawer http://10.0.0.3:37610/
[rosmaster.master][INFO] 2016-01-28 08:46:36,117: +PUB [/gesture_info] /android_gingerbread/interaction_manager http://10.0.0.3:37713/
[rosmaster.master][INFO] 2016-01-28 08:46:36,126: publisherUpdate[/rosout] -> http://10.0.0.11:56228/
[rosmaster.master][INFO] 2016-01-28 08:46:36,127: publisherUpdate[/rosout] -> http://10.0.0.11:56228/
[rosmaster.master][INFO] 2016-01-28 08:46:36,128: publisherUpdate[/rosout] -> http://10.0.0.11:56228/
[rosmaster.master][INFO] 2016-01-28 08:46:36,179: +SUB [/clear_screen] /android_gingerbread/boxes_drawer http://10.0.0.3:37610/
[rosmaster.master][INFO] 2016-01-28 08:46:36,184: +PUB [/clear_screen] /android_gingerbread/interaction_manager http://10.0.0.3:37713/
[rosmaster.master][INFO] 2016-01-28 08:46:36,184: +PUB [/user_drawn_shapes] /android_gingerbread/interaction_manager http://10.0.0.3:37713/
[rosmaster.master][INFO] 2016-01-28 08:46:36,185: +PUB [/time_response] /android_gingerbread/interaction_manager http://10.0.0.3:37713/
[rosmaster.master][INFO] 2016-01-28 08:46:36,213: +PUB [/time_writing] /android_gingerbread/interaction_manager http://10.0.0.3:37713/
[rosmaster.master][INFO] 2016-01-28 08:46:36,216: +PUB [/user_feedback] /android_gingerbread/interaction_manager http://10.0.0.3:37713/
[rosmaster.master][INFO] 2016-01-28 08:46:36,226: publisherUpdate[/clear_screen] -> http://10.0.0.3:37610/
[rosmaster.master][INFO] 2016-01-28 08:46:36,228: +SUB [/write_traj] /android_gingerbread/display_manager http://10.0.0.3:41906/
[rosmaster.master][INFO] 2016-01-28 08:46:36,262: +SUB [/clear_screen] /android_gingerbread/display_manager http://10.0.0.3:41906/
[rosmaster.master][INFO] 2016-01-28 08:46:36,297: +PUB [/shape_finished] /android_gingerbread/display_manager http://10.0.0.3:41906/
[rosmaster.master][INFO] 2016-01-28 08:46:36,325: +PUB [/watchdog_clear/tablet] /android_gingerbread/display_manager http://10.0.0.3:41906/
[rosmaster.master][INFO] 2016-01-28 08:47:01,118: +PUB [/rosout] /android/wordpub http://10.0.0.4:53811/
[rosmaster.master][INFO] 2016-01-28 08:47:01,151: +PUB [/words_to_write] /android/wordpub http://10.0.0.4:53811/
[rosmaster.master][INFO] 2016-01-28 08:47:01,158: publisherUpdate[/rosout] -> http://10.0.0.11:56228/
[rosmaster.master][INFO] 2016-01-28 08:51:30,781: +PARAM [/roslaunch/uris/host_10_0_0_11__55336] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 08:51:30,784: +PARAM [/webcam_source/gscam_config] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 08:51:30,784: +PARAM [/webcam_source/sync_sink] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 08:51:30,784: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 08:51:30,784: +PARAM [/webcam_source/camera_name] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 08:51:30,784: +PARAM [/head_pose_estimation/face_model] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 08:51:30,784: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 08:51:30,784: +PARAM [/withmeness/targets] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 08:51:30,784: +PARAM [/webcam_source/camera_info_url] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 08:51:30,784: +PARAM [/webcam_source/frame_id] by /roslaunch
[rosmaster.master][INFO] 2016-01-28 08:51:30,873: +PUB [/rosout] /tablet_transform http://10.0.0.11:41793/
[rosmaster.master][INFO] 2016-01-28 08:51:30,874: +PUB [/rosout] /webcam_source http://10.0.0.11:40526/
[rosmaster.master][INFO] 2016-01-28 08:51:30,876: +SERVICE [/webcam_source/get_loggers] /webcam_source http://10.0.0.11:40526/
[rosmaster.master][INFO] 2016-01-28 08:51:30,876: +SERVICE [/tablet_transform/get_loggers] /tablet_transform http://10.0.0.11:41793/
[rosmaster.master][INFO] 2016-01-28 08:51:30,877: +SERVICE [/webcam_source/set_logger_level] /webcam_source http://10.0.0.11:40526/
[rosmaster.master][INFO] 2016-01-28 08:51:30,878: +SERVICE [/tablet_transform/set_logger_level] /tablet_transform http://10.0.0.11:41793/
[rosmaster.master][INFO] 2016-01-28 08:51:30,898: +PUB [/tf] /tablet_transform http://10.0.0.11:41793/
[rosmaster.master][INFO] 2016-01-28 08:51:30,904: +PUB [/rosout] /selection_tablet_transform http://10.0.0.11:60287/
[rosmaster.master][INFO] 2016-01-28 08:51:30,914: +PUB [/rosout] /experimenter_transform http://10.0.0.11:44808/
[rosmaster.master][INFO] 2016-01-28 08:51:30,914: publisherUpdate[/rosout] -> http://10.0.0.11:56228/
[rosmaster.master][INFO] 2016-01-28 08:51:30,915: publisherUpdate[/rosout] -> http://10.0.0.11:56228/
[rosmaster.master][INFO] 2016-01-28 08:51:30,916: publisherUpdate[/rosout] -> http://10.0.0.11:56228/
[rosmaster.master][INFO] 2016-01-28 08:51:30,917: publisherUpdate[/rosout] -> http://10.0.0.11:56228/
[rosmaster.master][INFO] 2016-01-28 08:51:30,918: +SERVICE [/selection_tablet_transform/get_loggers] /selection_tablet_transform http://10.0.0.11:60287/
[rosmaster.master][INFO] 2016-01-28 08:51:30,920: +PUB [/rosout] /camera_transform http://10.0.0.11:54975/
[rosmaster.master][INFO] 2016-01-28 08:51:30,923: +PUB [/rosout] /observers_transform http://10.0.0.11:51330/
[rosmaster.master][INFO] 2016-01-28 08:51:30,925: +SERVICE [/experimenter_transform/get_loggers] /experimenter_transform http://10.0.0.11:44808/
[rosmaster.master][INFO] 2016-01-28 08:51:30,932: +SERVICE [/selection_tablet_transform/set_logger_level] /selection_tablet_transform http://10.0.0.11:60287/
