[rosmaster.main][INFO] 2016-01-26 13:12:50,884: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2016-01-26 13:12:50,884: Starting ROS Master Node
[xmlrpc][INFO] 2016-01-26 13:12:50,885: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2016-01-26 13:12:50,885: Started XML-RPC server [http://10.0.0.11:11311/]
[rosmaster.master][INFO] 2016-01-26 13:12:50,886: Master initialized: port[11311], uri[http://10.0.0.11:11311/]
[xmlrpc][INFO] 2016-01-26 13:12:50,886: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2016-01-26 13:12:50,962: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 13:12:50,963: +PARAM [/roslaunch/uris/host_10_0_0_11__58043] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 13:12:51,046: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 13:12:51,047: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 13:12:51,051: +SERVICE [/rosout/get_loggers] /rosout http://10.0.0.11:40936/
[rosmaster.master][INFO] 2016-01-26 13:12:51,052: +SERVICE [/rosout/set_logger_level] /rosout http://10.0.0.11:40936/
[rosmaster.master][INFO] 2016-01-26 13:12:51,053: +PUB [/rosout_agg] /rosout http://10.0.0.11:40936/
[rosmaster.master][INFO] 2016-01-26 13:12:51,056: +SUB [/rosout] /rosout http://10.0.0.11:40936/
[rosmaster.master][INFO] 2016-01-26 13:17:08,514: -PUB [/rosout] /android_gingerbread/boxes_drawer http://10.0.0.4:47102/
[rosmaster.master][INFO] 2016-01-26 13:17:08,517: -SUB [/clear_screen] /android_gingerbread/boxes_drawer http://10.0.0.4:47102/
[rosmaster.master][INFO] 2016-01-26 13:17:08,518: -SUB [/boxes_to_draw] /android_gingerbread/boxes_drawer http://10.0.0.4:47102/
[rosmaster.master][INFO] 2016-01-26 13:17:08,537: -PUB [/time_writing] /android_gingerbread/interaction_manager http://10.0.0.4:52813/
[rosmaster.master][INFO] 2016-01-26 13:17:08,540: -PUB [/gesture_info] /android_gingerbread/interaction_manager http://10.0.0.4:52813/
[rosmaster.master][INFO] 2016-01-26 13:17:08,552: -PUB [/clear_screen] /android_gingerbread/interaction_manager http://10.0.0.4:52813/
[rosmaster.master][INFO] 2016-01-26 13:17:08,553: -PUB [/time_response] /android_gingerbread/interaction_manager http://10.0.0.4:52813/
[rosmaster.master][INFO] 2016-01-26 13:17:08,562: -PUB [/touch_info] /android_gingerbread/interaction_manager http://10.0.0.4:52813/
[rosmaster.master][INFO] 2016-01-26 13:17:08,562: -PUB [/user_drawn_shapes] /android_gingerbread/interaction_manager http://10.0.0.4:52813/
[rosmaster.master][INFO] 2016-01-26 13:17:08,563: -PUB [/rosout] /android_gingerbread/interaction_manager http://10.0.0.4:52813/
[rosmaster.master][INFO] 2016-01-26 13:17:08,572: -PUB [/user_feedback] /android_gingerbread/interaction_manager http://10.0.0.4:52813/
[rosmaster.master][INFO] 2016-01-26 13:17:08,589: -PUB [/watchdog_clear/tablet] /android_gingerbread/display_manager http://10.0.0.4:36090/
[rosmaster.master][INFO] 2016-01-26 13:17:08,602: -PUB [/rosout] /android_gingerbread/display_manager http://10.0.0.4:36090/
[rosmaster.master][INFO] 2016-01-26 13:17:08,602: -PUB [/shape_finished] /android_gingerbread/display_manager http://10.0.0.4:36090/
[rosmaster.master][INFO] 2016-01-26 13:17:08,606: -SUB [/write_traj] /android_gingerbread/display_manager http://10.0.0.4:36090/
[rosmaster.master][INFO] 2016-01-26 13:17:08,616: -SUB [/clear_screen] /android_gingerbread/display_manager http://10.0.0.4:36090/
[rosmaster.master][INFO] 2016-01-26 13:17:13,056: +PUB [/rosout] /android_gingerbread/display_manager http://10.0.0.4:41770/
[rosmaster.master][INFO] 2016-01-26 13:17:13,130: +PUB [/rosout] /android_gingerbread/interaction_manager http://10.0.0.4:43591/
[rosmaster.master][INFO] 2016-01-26 13:17:13,134: +PUB [/rosout] /android_gingerbread/boxes_drawer http://10.0.0.4:54757/
[rosmaster.master][INFO] 2016-01-26 13:17:13,134: publisherUpdate[/rosout] -> http://10.0.0.11:40936/
[rosmaster.master][INFO] 2016-01-26 13:17:13,135: publisherUpdate[/rosout] -> http://10.0.0.11:40936/
[rosmaster.master][INFO] 2016-01-26 13:17:13,136: publisherUpdate[/rosout] -> http://10.0.0.11:40936/
[rosmaster.master][INFO] 2016-01-26 13:17:13,187: +SUB [/boxes_to_draw] /android_gingerbread/boxes_drawer http://10.0.0.4:54757/
[rosmaster.master][INFO] 2016-01-26 13:17:13,211: +PUB [/touch_info] /android_gingerbread/interaction_manager http://10.0.0.4:43591/
[rosmaster.master][INFO] 2016-01-26 13:17:13,214: +SUB [/clear_screen] /android_gingerbread/boxes_drawer http://10.0.0.4:54757/
[rosmaster.master][INFO] 2016-01-26 13:17:13,232: +PUB [/gesture_info] /android_gingerbread/interaction_manager http://10.0.0.4:43591/
[rosmaster.master][INFO] 2016-01-26 13:17:13,252: +PUB [/clear_screen] /android_gingerbread/interaction_manager http://10.0.0.4:43591/
[rosmaster.master][INFO] 2016-01-26 13:17:13,262: +PUB [/user_drawn_shapes] /android_gingerbread/interaction_manager http://10.0.0.4:43591/
[rosmaster.master][INFO] 2016-01-26 13:17:13,278: +PUB [/time_response] /android_gingerbread/interaction_manager http://10.0.0.4:43591/
[rosmaster.master][INFO] 2016-01-26 13:17:13,279: +SUB [/write_traj] /android_gingerbread/display_manager http://10.0.0.4:41770/
[rosmaster.master][INFO] 2016-01-26 13:17:13,297: +SUB [/clear_screen] /android_gingerbread/display_manager http://10.0.0.4:41770/
[rosmaster.master][INFO] 2016-01-26 13:17:13,312: +PUB [/time_writing] /android_gingerbread/interaction_manager http://10.0.0.4:43591/
[rosmaster.master][INFO] 2016-01-26 13:17:13,328: +PUB [/shape_finished] /android_gingerbread/display_manager http://10.0.0.4:41770/
[rosmaster.master][INFO] 2016-01-26 13:17:13,330: +PUB [/user_feedback] /android_gingerbread/interaction_manager http://10.0.0.4:43591/
[rosmaster.master][INFO] 2016-01-26 13:17:13,331: +PUB [/watchdog_clear/tablet] /android_gingerbread/display_manager http://10.0.0.4:41770/
[rosmaster.master][INFO] 2016-01-26 13:17:13,335: publisherUpdate[/clear_screen] -> http://10.0.0.4:54757/
[rosmaster.master][INFO] 2016-01-26 13:17:23,135: -PUB [/words_to_write] /android/wordpub http://10.0.0.3:58820/
[rosmaster.master][INFO] 2016-01-26 13:17:23,135: -PUB [/rosout] /android/wordpub http://10.0.0.3:58820/
[rosmaster.master][INFO] 2016-01-26 13:17:28,609: +PUB [/rosout] /android/wordpub2 http://10.0.0.3:47487/
[rosmaster.master][INFO] 2016-01-26 13:17:28,644: +PUB [/words_to_write] /android/wordpub2 http://10.0.0.3:47487/
[rosmaster.master][INFO] 2016-01-26 13:17:28,655: publisherUpdate[/rosout] -> http://10.0.0.11:40936/
[rosmaster.master][INFO] 2016-01-26 13:37:04,695: +PARAM [/roslaunch/uris/host_10_0_0_11__59232] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 13:37:04,698: +PARAM [/webcam_source/gscam_config] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 13:37:04,698: +PARAM [/webcam_source/sync_sink] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 13:37:04,698: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 13:37:04,698: +PARAM [/webcam_source/camera_name] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 13:37:04,698: +PARAM [/head_pose_estimation/face_model] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 13:37:04,699: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 13:37:04,699: +PARAM [/withmeness/targets] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 13:37:04,699: +PARAM [/webcam_source/camera_info_url] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 13:37:04,699: +PARAM [/webcam_source/frame_id] by /roslaunch
[rosmaster.master][INFO] 2016-01-26 13:37:04,791: +PUB [/rosout] /webcam_source http://10.0.0.11:59995/
[rosmaster.master][INFO] 2016-01-26 13:37:04,795: +PUB [/rosout] /tablet_transform http://10.0.0.11:53974/
[rosmaster.master][INFO] 2016-01-26 13:37:04,796: +SERVICE [/webcam_source/get_loggers] /webcam_source http://10.0.0.11:59995/
[rosmaster.master][INFO] 2016-01-26 13:37:04,797: +SERVICE [/tablet_transform/get_loggers] /tablet_transform http://10.0.0.11:53974/
[rosmaster.master][INFO] 2016-01-26 13:37:04,798: +SERVICE [/webcam_source/set_logger_level] /webcam_source http://10.0.0.11:59995/
[rosmaster.master][INFO] 2016-01-26 13:37:04,799: +PUB [/rosout] /selection_tablet_transform http://10.0.0.11:39249/
[rosmaster.master][INFO] 2016-01-26 13:37:04,804: +SERVICE [/tablet_transform/set_logger_level] /tablet_transform http://10.0.0.11:53974/
[rosmaster.master][INFO] 2016-01-26 13:37:04,806: +SERVICE [/selection_tablet_transform/get_loggers] /selection_tablet_transform http://10.0.0.11:39249/
[rosmaster.master][INFO] 2016-01-26 13:37:04,809: +PUB [/rosout] /experimenter_transform http://10.0.0.11:39625/
[rosmaster.master][INFO] 2016-01-26 13:37:04,811: +SERVICE [/selection_tablet_transform/set_logger_level] /selection_tablet_transform http://10.0.0.11:39249/
[rosmaster.master][INFO] 2016-01-26 13:37:04,812: +PUB [/tf] /tablet_transform http://10.0.0.11:53974/
[rosmaster.master][INFO] 2016-01-26 13:37:04,813: +PUB [/rosout] /observers_transform http://10.0.0.11:39364/
[rosmaster.master][INFO] 2016-01-26 13:37:04,825: +SERVICE [/experimenter_transform/get_loggers] /experimenter_transform http://10.0.0.11:39625/
[rosmaster.master][INFO] 2016-01-26 13:37:04,827: +SERVICE [/observers_transform/get_loggers] /observers_transform http://10.0.0.11:39364/
