[rosmaster.main][INFO] 2016-01-25 09:32:31,492: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2016-01-25 09:32:31,492: Starting ROS Master Node
[xmlrpc][INFO] 2016-01-25 09:32:31,493: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2016-01-25 09:32:31,494: Started XML-RPC server [http://10.0.0.11:11311/]
[xmlrpc][INFO] 2016-01-25 09:32:31,494: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2016-01-25 09:32:31,494: Master initialized: port[11311], uri[http://10.0.0.11:11311/]
[rosmaster.master][INFO] 2016-01-25 09:32:31,574: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2016-01-25 09:32:31,575: +PARAM [/roslaunch/uris/host_10_0_0_11__49952] by /roslaunch
[rosmaster.master][INFO] 2016-01-25 09:32:31,653: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2016-01-25 09:32:31,654: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2016-01-25 09:32:31,659: +SERVICE [/rosout/get_loggers] /rosout http://10.0.0.11:35227/
[rosmaster.master][INFO] 2016-01-25 09:32:31,660: +SERVICE [/rosout/set_logger_level] /rosout http://10.0.0.11:35227/
[rosmaster.master][INFO] 2016-01-25 09:32:31,661: +PUB [/rosout_agg] /rosout http://10.0.0.11:35227/
[rosmaster.master][INFO] 2016-01-25 09:32:31,664: +SUB [/rosout] /rosout http://10.0.0.11:35227/
[rosmaster.master][INFO] 2016-01-25 09:40:55,611: +PARAM [/roslaunch/uris/host_10_0_0_11__49464] by /roslaunch
[rosmaster.master][INFO] 2016-01-25 09:40:55,619: +PARAM [/activityManager/current_activity_topic] by /roslaunch
[rosmaster.master][INFO] 2016-01-25 09:40:55,619: +PARAM [/drawing_nao/shape_log] by /roslaunch
[rosmaster.master][INFO] 2016-01-25 09:40:55,619: +PARAM [/learning_words_nao/shape_writing_finished_topic] by /roslaunch
[rosmaster.master][INFO] 2016-01-25 09:40:55,619: +PARAM [/activityManager/clear_writing_surface_topic] by /roslaunch
[rosmaster.master][INFO] 2016-01-25 09:40:55,619: +PARAM [/nao_writer/nao_handedness] by /roslaunch
[rosmaster.master][INFO] 2016-01-25 09:40:55,619: +PARAM [/drawing_nao/stop_request_topic] by /roslaunch
